,capability,color,decorative,family,file,fontformat,fontversion,foundry,fullname,index,langs,outline,postscriptname,scalable,scripts,slant,style,symbol,variable,weight,width,antialias,pixelsize,spacing,size
5024,otlayout:DFLT otlayout:grek otlayout:latn,False,False,"[('en', 'Tuffy')]",PFED/Tuffy-Italic.ttf,TrueType,83362,PfEd,"[('en', 'Tuffy Italic')]",0,an el en chm gl tr smn kj hr tyv cv mt is av st no wa se af lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw mi et gd sah fil mk sel fr lv crh gv ch ro wo oc ik jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur ab tk bs os ru sc ga rw la es cs mg nso eo ky ca da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id aa br mn-mn sh ay sv sq bi sr de kaa be za na lb ts ht,True,Tuffy-Italic,True,common coptic cyrillic greek inherited latin phoenician unknown,100,"[('de', 'StandardKursiv'), ('fr', 'NormalItalique'), ('hu', 'NormálDőlt'), ('it', 'NormaleCursivo'), ('nl', 'RegelmatigCursief'), ('no', 'VanligKursiv'), ('ru', 'ОбычныйКурсив'), ('sv', 'MagerKursiv'), ('en', 'Italic')]",False,False,80.0,100.0,,,,
5025,otlayout:DFLT otlayout:grek otlayout:latn,False,False,"[('en', 'Tuffy')]",PFED/Tuffy-Regular.ttf,TrueType,83362,PfEd,"[('en', 'Tuffy Regular')]",0,an el en chm gl tr smn kj hr tyv cv mt is av st no wa se af lez kwm nr cy hsb kk co sk vo om mh sma pap-an xh li vot tg nb sw mi et gd sah fil mk sel fr lv crh gv ch ro wo oc ik jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur ab tk bs os ru sc ga rw la es cs mg nso eo ky ca da io smj pt uz ce it sn ny fo ho eu kv uk ku-tr ia ie bua sg fj ast ba lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id aa br mn-mn sh ay sv sq bi sr de kaa be za na lb ts ht,True,Tuffy-Regular,True,common coptic cyrillic greek inherited latin phoenician unknown,100,"[('de', 'StandardKursiv'), ('fr', 'NormalItalique'), ('hu', 'NormálDőlt'), ('it', 'NormaleCursivo'), ('nl', 'RegelmatigCursief'), ('no', 'VanligKursiv'), ('ru', 'ОбычныйКурсив'), ('sv', 'MagerKursiv'), ('en', 'Regular')]",False,False,80.0,100.0,,,,
5026,otlayout:knd2 otlayout:knda,False,False,"[('en', 'Tunga')]",MS/tunga.ttf,TrueType,386662,MS  ,"[('en', 'Tunga')]",0,an en gl kj is st no wa kwm nr co vo om sma pap-an xh li kn vot nb sw et gd fil fr gv ch oc jv fi zu nds rm ss ms rn so tn fur sc rw es mg nso da io smj pt uz it sn fo ho eu ia ie sg fj tl yap fy pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Tunga,True,common greek inherited kannada latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5027,otlayout:knd2 otlayout:knda,False,False,"[('en', 'Tunga')]",MS/tungab.ttf,TrueType,386662,MS  ,"[('en', 'Tunga Bold')]",0,an en gl kj is st no wa kwm nr co vo om sma pap-an xh li kn vot nb sw et gd fil fr gv ch oc jv fi zu nds rm ss ms rn so tn fur sc rw es mg nso da io smj pt uz it sn fo ho eu ia ie sg fj tl yap fy pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,Tunga-Bold,True,common greek inherited kannada latin,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5028,otlayout:khmr,False,False,"[('en', 'U4 Svayton New')]",HL/U4SvaytonNew.ttf,TrueType,85196,HL  ,"[('en', 'U4 Svayton New')]",0,an en gl kj is st bin no wa kwm nr co vo om sma pap-an xh li vot nb sw et gd fil fr gv ch oc jv fi zu nds rm ss ms rn so tn fur sc rw es mg nso km ig da io smj pt uz it sn fo ho eu ia ie sg fj ast tl yap fy pap-aw ng nn nl su id aa br ay sv sq bi de za lb ts ht,True,U4SvaytonNew,True,common greek inherited khmer latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5029,otlayout:arab,False,False,"[('en', 'UKIJ 3D')]",fonts-ukij-uyghur/UKIJ3D.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ 3D')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJ3D,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5030,otlayout:arab,False,False,"[('en', 'UKIJ Basma')]",fonts-ukij-uyghur/UKIJBasma.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Basma')]",0,an el en ty chm gl tr smn kj hr tyv cv mt is av st bin no wa se lez kwm nr kk co vo om sma pap-an xh li fa vot tg nb sw az-az ar et gd sah fil mk sel fr crh shs gv ch qu ro wo oc ik ug jv lt fi to kum zu bg nds rm ss ms sl pl rn csb so tn fur quz az-ir tk bs os ru sm sc rw la es mg nso eo ky ig da io smj pt uz ce it sn fo ho eu kv uk ku-tr ia ie bua sg fj ba lg tl mo hu yap ki fy tt pap-aw ng nn nl su id haw aa br mn-mn sh ay sv sq bi kw sr de kaa ota be za na lb ts ht,True,UKIJBasma,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5031,otlayout:arab,False,False,"[('en', 'UKIJ Bom')]",fonts-ukij-uyghur/UKIJBom.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Bom')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJBom,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5032,otlayout:arab,False,False,"[('en', 'UKIJ CJK')]",ALP/UKIJCJK.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ CJK')]",0,lg az-ir os ru sw ja ts yap ty sm zh-sg ar et ki rw kj pap-aw tt tyv ng nso ky sel haw io aa uz st ch mn-mn zh-cn qu sn ik ko ug ay eu ho fi ia kum kwm bg nr to nds zu bua de vo kaa ota om ss zh-tw ms za na sg rn sma xh so tn fa vot quz fj,True,UKIJCJK,True,arabic bopomofo common cyrillic greek han hangul hiragana inherited katakana latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5033,otlayout:arab,False,False,"[('en', 'UKIJ Chechek')]",fonts-ukij-uyghur/UKIJChechek.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Chechek')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJChechek,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5034,otlayout:arab,False,False,"[('en', 'UKIJ Chiwer Kesme')]",fonts-ukij-uyghur/UKIJChiK.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Chiwer Kesme')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJChiwerKesme,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5035,otlayout:arab,False,False,"[('en', 'UKIJ Diwani')]",fonts-ukij-uyghur/UKIJDi.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Diwani')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJDiwani,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5036,otlayout:arab,False,False,"[('en', 'UKIJ Diwani Kawak')]",fonts-ukij-uyghur/UKIJDiK.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Diwani Kawak')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJDiwaniKawak,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5037,otlayout:arab,False,False,"[('en', 'UKIJ Diwani Tom')]",fonts-ukij-uyghur/UKIJDiT.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Diwani Tom')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJDiwaniTom,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5038,otlayout:arab,False,False,"[('en', 'UKIJ Diwani Yantu')]",fonts-ukij-uyghur/UKIJDiY.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Diwani Yantu')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJDiwaniYantu,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5039,otlayout:arab,False,False,"[('en', 'UKIJ Ekran')]",fonts-ukij-uyghur/UKIJEkran.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Ekran')]",0,an en ty gl tr kj tyv is st no wa kwm nr co vo om sma pap-an xh li fa vot nb sw az-az ar et gd fil sel fr crh gv ch qu wo oc ik ug jv fi to kum zu bg nds rm ss ms rn so tn fur quz az-ir tk os ru sm sc rw es mg nso ky da io smj pt uz it sn fo ho eu ku-tr ia ie bua sg fj lg tl hu yap ki fy tt pap-aw ng nn nl su id haw aa br mn-mn ay sv sq bi de kaa ota za na lb ts ht,True,UKIJEkran,True,arabic common cyrillic greek inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5040,otlayout:arab,False,False,"[('en', 'UKIJ Elipbe')]",fonts-ukij-uyghur/UKIJElipbe.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Elipbe')]",0,tl an os ru sw yap en sc gl tr gd rw kj fil pap-aw tt es mg ng tyv nl ky sel su id crh aa br gv io ch mn-mn st uz it oc ik sn ug jv ay eu ho bi sq ku-tr ia kwm kum nr bg zu so ie rm bua vo kaa om ss ms za sg rn pap-an xh li ts ht fur fj,True,UKIJElipbe,True,arabic common cyrillic latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5041,otlayout:arab,False,False,"[('en', 'UKIJ Elipbe')]",fonts-ukij-uyghur/UKIJElipbe-b.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Elipbe Bold')]",0,tl an os ru sw yap en sc gl tr gd rw kj fil pap-aw tt es mg ng tyv nl ky sel su id crh aa br gv io ch mn-mn st uz it oc ik sn ug jv ay eu ho bi sq ku-tr ia kwm kum nr bg zu so ie rm bua vo kaa om ss ms za sg rn pap-an xh li ts ht fur fj,True,UKIJElipbe-Bold,True,arabic common cyrillic latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5042,otlayout:arab,False,False,"[('en', 'UKIJ Elipbe_Chekitlik')]",fonts-ukij-uyghur/UKIJElipbeCh.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Elipbe_Chekitlik')]",0,tl an os ru sw yap en sc gl tr gd rw kj fil pap-aw tt es mg ng tyv nl ky sel su id crh aa br gv io ch mn-mn st uz it oc ik sn ug jv ay eu ho bi sq ku-tr ia kwm kum nr bg zu so ie rm bua vo kaa om ss ms za sg rn pap-an xh li ts ht fur fj,True,UKIJElipbe_Chekitlik,True,arabic common cyrillic latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5043,otlayout:arab,False,False,"[('en', 'UKIJ Elipbe_Chekitlik')]",fonts-ukij-uyghur/UKIJElipbeCh-b.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Elipbe_Chekitlik Bold')]",0,tl an os ru sw yap en sc gl tr gd rw kj fil pap-aw tt es mg ng tyv nl ky sel su id crh aa br gv io ch mn-mn st uz it oc ik sn ug jv ay eu ho bi sq ku-tr ia kwm kum nr bg zu so ie rm bua vo kaa om ss ms za sg rn pap-an xh li ts ht fur fj,True,UKIJElipbe_Chekitlik-Bold,True,arabic common cyrillic latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5044,otlayout:arab,False,False,"[('en', 'UKIJ Esliye')]",fonts-ukij-uyghur/UKIJEs.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJEsliye,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5045,otlayout:arab,False,False,"[('en', 'UKIJ Esliye')]",fonts-ukij-uyghur/UKIJEsBold.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye Bold')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJEsliye-Bold,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5046,otlayout:arab,False,False,"[('en', 'UKIJ Esliye Chiwer')]",fonts-ukij-uyghur/UKIJEsC.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye Chiwer')]",0,an en gl tr kj is st no wa kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ug jv fi zu kum bg nds rm ss ms rn so tn fur az-ir tk os ru sc rw es mg nso da io smj pt uz it sn fo ho eu ku-tr ia ie sg fj lg tl yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi de ota za na lb ts ht,True,UKIJEsliyeChiwer,True,arabic common cyrillic greek inherited latin,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5047,otlayout:arab,False,False,"[('en', 'UKIJ Esliye Neqish')]",fonts-ukij-uyghur/UKIJEsN.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye Neqish')]",0,az-ir sw ar rw kj pap-aw ng su id io gv st uz sn ug ho eu sq ia kwm nr zu ota om ss ms za rn xh so ts fa fj,True,UKIJEsliyeNeqish,True,arabic common inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5048,otlayout:arab,False,False,"[('en', 'UKIJ Esliye Qara')]",fonts-ukij-uyghur/UKIJEsQ.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye Qara')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJEsliyeQara,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5049,otlayout:arab,False,False,"[('en', 'UKIJ Esliye Tom')]",fonts-ukij-uyghur/UKIJEsT.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Esliye Tom')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJEsliyeTom,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5050,otlayout:arab,False,False,"[('en', 'UKIJ Imaret')]",fonts-ukij-uyghur/UKIJImaret.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Imaret')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJImaret,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5051,otlayout:arab,False,False,"[('en', 'UKIJ Inchike')]",fonts-ukij-uyghur/UKIJInichke.ttf,TrueType,196608,UKIJ,"[('en', 'UKIJ Inchike')]",0,an el en gl tr smn kj hr tyv mt is av st no wa se af lez kwm nr hsb kk co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil mk sel fr lv crh gv ch ro wo oc ik ug jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur tk bs os ru sms sc rw la es cs mg nso eo ky ca da io smj pt uz ce it sn ny fo ho eu uk ku-tr ia ie bua sg fj lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id aa br mn-mn ay sv sq bi sr de kaa be za na lb ts ht,True,UKIJInchike,True,arabic common cyrillic greek latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5052,otlayout:arab,False,False,"[('en', 'UKIJ Inchike')]",fonts-ukij-uyghur/UKIJInichkeb.ttf,TrueType,196608,UKIJ,"[('en', 'UKIJ Inchike Bold')]",0,an el en gl tr smn kj hr tyv mt is av st no wa se af lez kwm nr hsb kk co sk vo om mh sma pap-an xh li vot nb sw az-az et gd fil mk sel fr lv crh gv ch ro wo oc ik ug jv lt fi zu kum bg nds rm ss ms sl pl rn csb so tn fur tk bs os ru sms sc rw la es cs mg nso eo ky ca da io smj pt uz ce it sn ny fo ho eu uk ku-tr ia ie bua sg fj lg tl mo hu yap kl ki fy wen tt pap-aw ng nn nl su id aa br mn-mn ay sv sq bi sr de kaa be za na lb ts ht,True,UKIJInchike-Bold,True,arabic common cyrillic greek latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5053,otlayout:arab,False,False,"[('en', 'UKIJ Jelliy')]",fonts-ukij-uyghur/UKIJJe.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Jelliy')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJJelliy,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5054,otlayout:arab,False,False,"[('en', 'UKIJ Junun')]",fonts-ukij-uyghur/UKIJJunu.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Junun')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJJunun,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5055,otlayout:arab,False,False,"[('en', 'UKIJ Kawak')]",fonts-ukij-uyghur/UKIJKa.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kawak')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKawak,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5056,otlayout:arab,False,False,"[('en', 'UKIJ Kawak 3D')]",fonts-ukij-uyghur/UKIJKa3D.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kawak 3D')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKawak3D,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5057,otlayout:arab,False,False,"[('en', 'UKIJ Kawak 3D')]",fonts-ukij-uyghur/UKIJKa3D-b.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kawak 3D Bold')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKawak3D-Bold,True,arabic common latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5058,otlayout:arab,False,False,"[('en', 'UKIJ Kesme')]",fonts-ukij-uyghur/UKIJKesme.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kesme')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJKesme,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5059,otlayout:arab,False,False,"[('en', 'UKIJ Kesme')]",fonts-ukij-uyghur/UKIJKesme-b.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kesme Bold')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJKesme-Bold,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5060,otlayout:arab,False,False,"[('en', 'UKIJ Kesme Tuz')]",fonts-ukij-uyghur/UKIJKesmeTuz.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kesme Tuz')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJKesmeTuz,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5061,otlayout:arab,False,False,"[('en', 'UKIJ Kesme Tuz')]",fonts-ukij-uyghur/UKIJKesmeTuz-b.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kesme Tuz Bold')]",0,an el en gl tr smn kj hr mt is av st no wa se lez kwm nr co vo om sma pap-an xh li fa vot nb sw ar et gd fil sel fr crh gv ch wo oc ik ug jv fi zu kum bg nds rm ss ms sl rn so tn fur az-ir tk bs os ru sc rw la es mg nso eo da io smj pt uz ce it sn fo ho eu uk ku-tr ia ie sg fj lg tl hu yap ki fy pap-aw ng nn nl su id aa br ay sv sq bi sr de ota be za na lb ts ht,True,UKIJKesmeTuz-Bold,True,arabic common cyrillic greek inherited latin unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
5062,otlayout:arab,False,False,"[('en', 'UKIJ Kufi')]",fonts-ukij-uyghur/UKIJKu.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kufi')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKufi,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5063,otlayout:arab,False,False,"[('en', 'UKIJ Kufi 3D')]",fonts-ukij-uyghur/UKIJKu3D.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kufi 3D')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKufi3D,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
5064,otlayout:arab,False,False,"[('en', 'UKIJ Kufi Chiwer')]",fonts-ukij-uyghur/UKIJKuChi.ttf,TrueType,196608,ALP ,"[('en', 'UKIJ Kufi Chiwer')]",0,lg tl an ts yap sw en sc gl tr et gd fy rw kj fil pap-aw es mg ng nso nl su id smj crh aa br gv io ch pt st uz it oc sn wo wa ug jv ay eu ho bi sq ku-tr sv fi ia kwm nr zu so ie nds rm vot de vo om ss ms za lb sg rn sma pap-an xh li tn ht fur fj,True,UKIJKufiChiwer,True,arabic common latin unknown,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
